Weighted Transport Z-score,Weighted Culture Z-score,Weighted Economy Z-score,Weighted Inequality Z-score,Weighted Insecurity_and_Pollution Z-score,Weighted Environment Z-score,Weighted Housing_and_urbanregeneration Z-score,Weighted Health Z-score,Sum of Weighted Z-scores,Sigmoid of Weighted Sum,Scaled Weighted Sigmoid
0.1688737739669355,0.5295525663579723,0.2090978860228474,-0.3343018528892765,-0.3543867495972138,0.3042998935209318,0.14147289301220964,1.0791341352058763,1.7437425456002829,0.8511618146602277,85.11618146602277
