Weighted Transport Z-score,Weighted Culture Z-score,Weighted Economy Z-score,Weighted Inequality Z-score,Weighted Insecurity_and_Pollution Z-score,Weighted Environment Z-score,Weighted Housing_and_urbanregeneration Z-score,Weighted Health Z-score,Sum of Weighted Z-scores,Sigmoid of Weighted Sum,Scaled Weighted Sigmoid
0.16905024128539164,0.50383525108592,0.23337282056802655,-0.3343018528892765,-0.3543867495972138,0.3042998935209318,0.14147289301220964,1.0791341352058763,1.7424766321918659,0.851001370636699,85.1001370636699
