Weighted Transport Z-score,Weighted Culture Z-score,Weighted Economy Z-score,Weighted Inequality Z-score,Weighted Insecurity_and_Pollution Z-score,Weighted Environment Z-score,Weighted Housing_and_urbanregeneration Z-score,Weighted Health Z-score,Sum of Weighted Z-scores,Sigmoid of Weighted Sum,Scaled Weighted Sigmoid
0.1697162428799813,0.7634220383787539,0.2091242314932373,-0.3343018528892765,-0.3543867495972138,0.3042998935209318,0.14147289301220964,1.0791341352058763,1.9784808320045002,0.878519124736933,87.8519124736933
