Weighted Transport Z-score,Weighted Culture Z-score,Weighted Economy Z-score,Weighted Inequality Z-score,Weighted Insecurity_and_Pollution Z-score,Weighted Environment Z-score,Weighted Housing_and_urbanregeneration Z-score,Weighted Health Z-score,Sum of Weighted Z-scores,Sigmoid of Weighted Sum,Scaled Weighted Sigmoid
0.16906381964393238,0.4228125580359563,0.20910315516980457,-0.3343018528892765,-0.3543867495972138,0.3042998935209318,0.14147289301220964,1.0791341352058763,1.6371978521022208,0.8371532879666038,83.71532879666039
