Weighted Transport Z-score,Weighted Culture Z-score,Weighted Economy Z-score,Weighted Inequality Z-score,Weighted Insecurity_and_Pollution Z-score,Weighted Environment Z-score,Weighted Housing_and_urbanregeneration Z-score,Weighted Health Z-score,Sum of Weighted Z-scores,Sigmoid of Weighted Sum,Scaled Weighted Sigmoid
0.16910455810272265,0.46470683009677655,0.23337282056802655,-0.3343018528892765,-0.3543867495972138,0.3042998935209318,0.14147289301220964,1.0791341352058763,1.703402528020053,0.8459786023506479,84.59786023506479
